Team,Date,Home_Away,Opp,W/L,W-L,Date_Clean
ATL,"Friday, Sep 21",Home,PHI,W,86-68,Sep 21 2018
ATL,"Saturday, Sep 22",Home,PHI,W,87-68,Sep 22 2018
ATL,"Sunday, Sep 23",Home,PHI,W,88-68,Sep 23 2018
ATL,"Tuesday, Sep 25",@,NYM,W,89-68,Sep 25 2018
ATL,"Wednesday, Sep 26",@,NYM,L,89-69,Sep 26 2018
ATL,"Thursday, Sep 27",@,NYM,L,89-70,Sep 27 2018
ATL,"Friday, Sep 28",@,PHI,W,90-70,Sep 28 2018
ATL,"Saturday, Sep 29",@,PHI,L,90-71,Sep 29 2018
CHC,"Thursday, Mar 29",@,MIA,W,1-0,Mar 29 2018
CHC,"Friday, Mar 30",@,MIA,L-wo,1-1,Mar 30 2018
CHC,"Saturday, Mar 31",@,MIA,W,2-1,Mar 31 2018
CHC,"Sunday, Apr 1",@,MIA,L,2-2,Apr 1 2018
CHC,"Monday, Apr 2",@,CIN,L,2-3,Apr 2 2018
CHC,"Thursday, Apr 5",@,MIL,W,3-3,Apr 5 2018
CHC,"Friday, Apr 6",@,MIL,L-wo,3-4,Apr 6 2018
CHC,"Saturday, Apr 7",@,MIL,W,4-4,Apr 7 2018
CHC,"Sunday, Apr 8",@,MIL,W,5-4,Apr 8 2018
CHC,"Tuesday, Apr 10",Home,PIT,L,5-5,Apr 10 2018
CHC,"Wednesday, Apr 11",Home,PIT,W,6-5,Apr 11 2018
CHC,"Thursday, Apr 12",Home,PIT,L,6-6,Apr 12 2018
CHC,"Friday, Apr 13",Home,ATL,L,6-7,Apr 13 2018
CHC,"Saturday, Apr 14",Home,ATL,W,7-7,Apr 14 2018
CHC,"Tuesday, Apr 17",Home,STL,L,7-8,Apr 17 2018
CHC,"Thursday, Apr 19",Home,STL,W,8-8,Apr 19 2018
CHC,"Friday, Apr 20",@,COL,W,9-8,Apr 20 2018
CHC,"Saturday, Apr 21",@,COL,L,9-9,Apr 21 2018
CHC,"Sunday, Apr 22",@,COL,W,10-9,Apr 22 2018
CHC,"Tuesday, Apr 24",@,CLE,W,11-9,Apr 24 2018
CHC,"Wednesday, Apr 25",@,CLE,L,11-10,Apr 25 2018
CHC,"Thursday, Apr 26",Home,MIL,W,12-10,Apr 26 2018
CHC,"Friday, Apr 27",Home,MIL,W,13-10,Apr 27 2018
CHC,"Saturday, Apr 28",Home,MIL,W,14-10,Apr 28 2018
CHC,"Sunday, Apr 29",Home,MIL,W,15-10,Apr 29 2018
CHC,"Monday, Apr 30",Home,COL,W,16-10,Apr 30 2018
CHC,"Tuesday, May 1",Home,COL,L,16-11,May 1 2018
CHC,"Wednesday, May 2",Home,COL,L,16-12,May 2 2018
CHC,"Friday, May 4",@,STL,L,16-13,May 4 2018
CHC,"Saturday, May 5",@,STL,L-wo,16-14,May 5 2018
CHC,"Sunday, May 6",@,STL,L-wo,16-15,May 6 2018
CHC,"Monday, May 7",Home,MIA,W,17-15,May 7 2018
CHC,"Tuesday, May 8",Home,MIA,W,18-15,May 8 2018
CHC,"Wednesday, May 9",Home,MIA,W,19-15,May 9 2018
CHC,"Friday, May 11",Home,CHW,W,20-15,May 11 2018
CHC,"Saturday, May 12",Home,CHW,W,21-15,May 12 2018
CHC,"Sunday, May 13",Home,CHW,L,21-16,May 13 2018
CHC,"Monday, May 14",Home,ATL,L,21-17,May 14 2018
CHC,"Tuesday, May 15",@,ATL,W,22-17,May 15 2018
CHC,"Wednesday, May 16",@,ATL,L,22-18,May 16 2018
CHC,"Friday, May 18",@,CIN,W,23-18,May 18 2018
CHC,"Saturday, May 19 (1)",@,CIN,L-wo,23-19,May 19  2018
CHC,"Saturday, May 19 (2)",@,CIN,W,24-19,May 19  2018
CHC,"Sunday, May 20",@,CIN,W,25-19,May 20 2018
CHC,"Tuesday, May 22",Home,CLE,L,25-20,May 22 2018
CHC,"Wednesday, May 23",Home,CLE,L,25-21,May 23 2018
CHC,"Friday, May 25",Home,SFG,W,26-21,May 25 2018
CHC,"Saturday, May 26",Home,SFG,L,26-22,May 26 2018
CHC,"Sunday, May 27",Home,SFG,W,27-22,May 27 2018
CHC,"Monday, May 28",@,PIT,W,28-22,May 28 2018
CHC,"Tuesday, May 29",@,PIT,W,29-22,May 29 2018
CHC,"Wednesday, May 30",@,PIT,L,29-23,May 30 2018
CHC,"Thursday, May 31",@,NYM,W,30-23,May 31 2018
CHC,"Friday, Jun 1",@,NYM,W,31-23,Jun 1 2018
CHC,"Saturday, Jun 2",@,NYM,W,32-23,Jun 2 2018
CHC,"Sunday, Jun 3",@,NYM,W,33-23,Jun 3 2018
CHC,"Tuesday, Jun 5",Home,PHI,L,33-24,Jun 5 2018
CHC,"Wednesday, Jun 6",Home,PHI,W-wo,34-24,Jun 6 2018
CHC,"Thursday, Jun 7",Home,PHI,W,35-24,Jun 7 2018
CHC,"Friday, Jun 8",Home,PIT,W,36-24,Jun 8 2018
CHC,"Saturday, Jun 9",Home,PIT,W,37-24,Jun 9 2018
CHC,"Sunday, Jun 10",Home,PIT,L,37-25,Jun 10 2018
CHC,"Monday, Jun 11",@,MIL,W,38-25,Jun 11 2018
CHC,"Tuesday, Jun 12",@,MIL,L,38-26,Jun 12 2018
CHC,"Wednesday, Jun 13",@,MIL,L,38-27,Jun 13 2018
CHC,"Friday, Jun 15",@,STL,W,39-27,Jun 15 2018
CHC,"Saturday, Jun 16",@,STL,W,40-27,Jun 16 2018
CHC,"Sunday, Jun 17",@,STL,L,40-28,Jun 17 2018
CHC,"Tuesday, Jun 19 (1)",Home,LAD,L,40-29,Jun 19  2018
CHC,"Tuesday, Jun 19 (2)",Home,LAD,W-wo,41-29,Jun 19  2018
CHC,"Wednesday, Jun 20",Home,LAD,W,42-29,Jun 20 2018
CHC,"Thursday, Jun 21",@,CIN,L,42-30,Jun 21 2018
CHC,"Friday, Jun 22",@,CIN,L,42-31,Jun 22 2018
CHC,"Saturday, Jun 23",@,CIN,L,42-32,Jun 23 2018
CHC,"Sunday, Jun 24",@,CIN,L,42-33,Jun 24 2018
CHC,"Monday, Jun 25",@,LAD,L,42-34,Jun 25 2018
CHC,"Tuesday, Jun 26",@,LAD,W,43-34,Jun 26 2018
CHC,"Wednesday, Jun 27",@,LAD,L,43-35,Jun 27 2018
CHC,"Thursday, Jun 28",@,LAD,W,44-35,Jun 28 2018
CHC,"Friday, Jun 29",Home,MIN,W,45-35,Jun 29 2018
CHC,"Saturday, Jun 30",Home,MIN,W,46-35,Jun 30 2018
CHC,"Sunday, Jul 1",Home,MIN,W,47-35,Jul 1 2018
CHC,"Tuesday, Jul 3",Home,DET,W,48-35,Jul 3 2018
CHC,"Wednesday, Jul 4",Home,DET,W,49-35,Jul 4 2018
CHC,"Friday, Jul 6",Home,CIN,L,49-36,Jul 6 2018
CHC,"Saturday, Jul 7",Home,CIN,W,50-36,Jul 7 2018
CHC,"Sunday, Jul 8",Home,CIN,W-wo,51-36,Jul 8 2018
CHC,"Monday, Jul 9",@,SFG,L-wo,51-37,Jul 9 2018
CHC,"Tuesday, Jul 10",@,SFG,W,52-37,Jul 10 2018
CHC,"Wednesday, Jul 11",@,SFG,L-wo,52-38,Jul 11 2018
CHC,"Friday, Jul 13",@,SDP,W,53-38,Jul 13 2018
CHC,"Saturday, Jul 14",@,SDP,W,54-38,Jul 14 2018
CHC,"Sunday, Jul 15",@,SDP,W,55-38,Jul 15 2018
CHC,"Thursday, Jul 19",Home,STL,W,56-38,Jul 19 2018
CHC,"Friday, Jul 20",Home,STL,L,56-39,Jul 20 2018
CHC,"Saturday, Jul 21 (1)",Home,STL,W,57-39,Jul 21  2018
CHC,"Saturday, Jul 21 (2)",Home,STL,L,57-40,Jul 21  2018
CHC,"Sunday, Jul 22",Home,STL,W,58-40,Jul 22 2018
CHC,"Monday, Jul 23",Home,ARI,L,58-41,Jul 23 2018
CHC,"Tuesday, Jul 24",Home,ARI,L,58-42,Jul 24 2018
CHC,"Wednesday, Jul 25",Home,ARI,W,59-42,Jul 25 2018
CHC,"Thursday, Jul 26",Home,ARI,W-wo,60-42,Jul 26 2018
CHC,"Friday, Jul 27",@,STL,L,60-43,Jul 27 2018
CHC,"Saturday, Jul 28",@,STL,L,60-44,Jul 28 2018
CHC,"Sunday, Jul 29",@,STL,W,61-44,Jul 29 2018
CHC,"Tuesday, Jul 31",@,PIT,L,61-45,Jul 31 2018
CHC,"Wednesday, Aug 1",@,PIT,W,62-45,Aug 1 2018
CHC,"Thursday, Aug 2",Home,SDP,L,62-46,Aug 2 2018
CHC,"Friday, Aug 3",Home,SDP,W,63-46,Aug 3 2018
CHC,"Saturday, Aug 4",Home,SDP,W,64-46,Aug 4 2018
CHC,"Sunday, Aug 5",Home,SDP,L,64-47,Aug 5 2018
CHC,"Monday, Aug 6",@,KCR,W,65-47,Aug 6 2018
CHC,"Tuesday, Aug 7",@,KCR,W,66-47,Aug 7 2018
CHC,"Wednesday, Aug 8",@,KCR,L,66-48,Aug 8 2018
CHC,"Friday, Aug 10",Home,WSN,W,67-48,Aug 10 2018
CHC,"Saturday, Aug 11",Home,WSN,L,67-49,Aug 11 2018
CHC,"Sunday, Aug 12",Home,WSN,W-wo,68-49,Aug 12 2018
CHC,"Tuesday, Aug 14",Home,MIL,L,68-50,Aug 14 2018
CHC,"Wednesday, Aug 15",Home,MIL,W,69-50,Aug 15 2018
CHC,"Thursday, Aug 16",@,PIT,W,70-50,Aug 16 2018
CHC,"Friday, Aug 17",@,PIT,W,71-50,Aug 17 2018
CHC,"Saturday, Aug 18",@,PIT,L,71-51,Aug 18 2018
CHC,"Sunday, Aug 19",@,PIT,L-wo,71-52,Aug 19 2018
CHC,"Tuesday, Aug 21",@,DET,L,71-53,Aug 21 2018
CHC,"Wednesday, Aug 22",@,DET,W,72-53,Aug 22 2018
CHC,"Thursday, Aug 23",Home,CIN,W,73-53,Aug 23 2018
CHC,"Friday, Aug 24",Home,CIN,W-wo,74-53,Aug 24 2018
CHC,"Saturday, Aug 25",Home,CIN,W,75-53,Aug 25 2018
CHC,"Sunday, Aug 26",Home,CIN,W,76-53,Aug 26 2018
CHC,"Monday, Aug 27",Home,NYM,W,77-53,Aug 27 2018
CHC,"Tuesday, Aug 28",Home,NYM,W-wo,78-53,Aug 28 2018
CHC,"Wednesday, Aug 29",Home,NYM,L,78-54,Aug 29 2018
CHC,"Thursday, Aug 30",@,ATL,W,79-54,Aug 30 2018
CHC,"Friday, Aug 31",@,PHI,L-wo,79-55,Aug 31 2018
CHC,"Saturday, Sep 1",@,PHI,W,80-55,Sep 1 2018
CHC,"Sunday, Sep 2",@,PHI,W,81-55,Sep 2 2018
CHC,"Monday, Sep 3",@,MIL,L-wo,81-56,Sep 3 2018
CHC,"Tuesday, Sep 4",@,MIL,L,81-57,Sep 4 2018
CHC,"Wednesday, Sep 5",@,MIL,W,82-57,Sep 5 2018
CHC,"Thursday, Sep 6",@,WSN,W,83-57,Sep 6 2018
CHC,"Saturday, Sep 8 (1)",@,WSN,L,83-58,Sep 8  2018
CHC,"Saturday, Sep 8 (2)",@,WSN,L,83-59,Sep 8  2018
CHC,"Monday, Sep 10",Home,MIL,L,83-60,Sep 10 2018
CHC,"Tuesday, Sep 11",Home,MIL,W,84-60,Sep 11 2018
CHC,"Wednesday, Sep 12",Home,MIL,L,84-61,Sep 12 2018
CHC,"Thursday, Sep 13",@,WSN,W,85-61,Sep 13 2018
CHC,"Friday, Sep 14",Home,CIN,W,86-61,Sep 14 2018
CHC,"Saturday, Sep 15",Home,CIN,W,87-61,Sep 15 2018
CHC,"Sunday, Sep 16",Home,CIN,L,87-62,Sep 16 2018
CHC,"Monday, Sep 17",@,ARI,W,88-62,Sep 17 2018
CHC,"Tuesday, Sep 18",@,ARI,W,89-62,Sep 18 2018
CHC,"Wednesday, Sep 19",@,ARI,L,89-63,Sep 19 2018
CHC,"Friday, Sep 21",@,CHW,L,89-64,Sep 21 2018
CHC,"Saturday, Sep 22",@,CHW,W,90-64,Sep 22 2018
CHC,"Sunday, Sep 23",@,CHW,W,91-64,Sep 23 2018
CHC,"Monday, Sep 24",Home,PIT,L,91-65,Sep 24 2018
CHC,"Tuesday, Sep 25",Home,PIT,L,91-66,Sep 25 2018
CHC,"Wednesday, Sep 26",Home,PIT,W-wo,92-66,Sep 26 2018
CHC,"Thursday, Sep 27",Home,PIT,W,93-66,Sep 27 2018
CHC,"Friday, Sep 28",Home,STL,W,94-66,Sep 28 2018
CHC,"Saturday, Sep 29",Home,STL,L,94-67,Sep 29 2018
CHC,"Sunday, Sep 30",Home,STL,W,95-67,Sep 30 2018
CIN,"Friday, Mar 30",Home,WSN,L,0-1,Mar 30 2018
CIN,"Saturday, Mar 31",Home,WSN,L,0-2,Mar 31 2018
CIN,"Sunday, Apr 1",Home,WSN,L,0-3,Apr 1 2018
CIN,"Monday, Apr 2",Home,CHC,W,1-3,Apr 2 2018
CIN,"Thursday, Apr 5",@,PIT,L,1-4,Apr 5 2018
CIN,"Friday, Apr 6",@,PIT,L,1-5,Apr 6 2018
CIN,"Saturday, Apr 7",@,PIT,W,2-5,Apr 7 2018
CIN,"Sunday, Apr 8",@,PIT,L,2-6,Apr 8 2018
CIN,"Monday, Apr 9",@,PHI,L,2-7,Apr 9 2018
CIN,"Tuesday, Apr 10",@,PHI,L,2-8,Apr 10 2018
CIN,"Wednesday, Apr 11",@,PHI,L-wo,2-9,Apr 11 2018
CIN,"Thursday, Apr 12",Home,STL,L,2-10,Apr 12 2018
CIN,"Friday, Apr 13",Home,STL,L,2-11,Apr 13 2018
CIN,"Saturday, Apr 14",Home,STL,L,2-12,Apr 14 2018
CIN,"Sunday, Apr 15",Home,STL,L,2-13,Apr 15 2018
CIN,"Monday, Apr 16",@,MIL,W,3-13,Apr 16 2018
CIN,"Tuesday, Apr 17",@,MIL,L,3-14,Apr 17 2018
CIN,"Wednesday, Apr 18",@,MIL,L,3-15,Apr 18 2018
CIN,"Friday, Apr 20",@,STL,L,3-16,Apr 20 2018
CIN,"Saturday, Apr 21",@,STL,L,3-17,Apr 21 2018
CIN,"Sunday, Apr 22",@,STL,L,3-18,Apr 22 2018
CIN,"Monday, Apr 23",Home,ATL,W,4-18,Apr 23 2018
CIN,"Tuesday, Apr 24",Home,ATL,W-wo,5-18,Apr 24 2018
CIN,"Wednesday, Apr 25",Home,ATL,L,5-19,Apr 25 2018
CIN,"Thursday, Apr 26",Home,ATL,L,5-20,Apr 26 2018
CIN,"Friday, Apr 27",@,MIN,W,6-20,Apr 27 2018
CIN,"Saturday, Apr 28",@,MIN,L,6-21,Apr 28 2018
CIN,"Sunday, Apr 29",@,MIN,W,7-21,Apr 29 2018
CIN,"Monday, Apr 30",Home,MIL,L,7-22,Apr 30 2018
CIN,"Tuesday, May 1",Home,MIL,L,7-23,May 1 2018
CIN,"Wednesday, May 2",Home,MIL,L,7-24,May 2 2018
CIN,"Friday, May 4",Home,MIA,W,8-24,May 4 2018
CIN,"Saturday, May 5",Home,MIA,L,8-25,May 5 2018
CIN,"Sunday, May 6",Home,MIA,L,8-26,May 6 2018
CIN,"Monday, May 7",Home,NYM,L,8-27,May 7 2018
CIN,"Tuesday, May 8",Home,NYM,W,9-27,May 8 2018
CIN,"Wednesday, May 9",Home,NYM,W-wo,10-27,May 9 2018
CIN,"Thursday, May 10",@,LAD,W,11-27,May 10 2018
CIN,"Friday, May 11",@,LAD,W,12-27,May 11 2018
CIN,"Saturday, May 12",@,LAD,W,13-27,May 12 2018
CIN,"Sunday, May 13",@,LAD,W,14-27,May 13 2018
CIN,"Monday, May 14",@,SFG,L,14-28,May 14 2018
CIN,"Tuesday, May 15",@,SFG,L,14-29,May 15 2018
CIN,"Wednesday, May 16",@,SFG,W,15-29,May 16 2018
CIN,"Friday, May 18",Home,CHC,L,15-30,May 18 2018
CIN,"Saturday, May 19 (1)",Home,CHC,W-wo,16-30,May 19  2018
CIN,"Saturday, May 19 (2)",Home,CHC,L,16-31,May 19  2018
CIN,"Sunday, May 20",Home,CHC,L,16-32,May 20 2018
CIN,"Tuesday, May 22",Home,PIT,W,17-32,May 22 2018
CIN,"Wednesday, May 23",Home,PIT,L,17-33,May 23 2018
CIN,"Thursday, May 24",Home,PIT,W,18-33,May 24 2018
CIN,"Friday, May 25",@,COL,L,18-34,May 25 2018
CIN,"Saturday, May 26",@,COL,W,19-34,May 26 2018
CIN,"Sunday, May 27",@,COL,L,19-35,May 27 2018
CIN,"Monday, May 28",@,ARI,L,19-36,May 28 2018
CIN,"Tuesday, May 29",@,ARI,L,19-37,May 29 2018
CIN,"Wednesday, May 30",@,ARI,W,20-37,May 30 2018
CIN,"Friday, Jun 1",@,SDP,W,21-37,Jun 1 2018
CIN,"Saturday, Jun 2",@,SDP,L,21-38,Jun 2 2018
CIN,"Sunday, Jun 3",@,SDP,L,21-39,Jun 3 2018
CIN,"Tuesday, Jun 5",Home,COL,L,21-40,Jun 5 2018
CIN,"Wednesday, Jun 6",Home,COL,L,21-41,Jun 6 2018
CIN,"Thursday, Jun 7",Home,COL,W-wo,22-41,Jun 7 2018
CIN,"Friday, Jun 8",Home,STL,L,22-42,Jun 8 2018
CIN,"Saturday, Jun 9",Home,STL,L,22-43,Jun 9 2018
CIN,"Sunday, Jun 10",Home,STL,W,23-43,Jun 10 2018
CIN,"Tuesday, Jun 12",@,KCR,W,24-43,Jun 12 2018
CIN,"Wednesday, Jun 13",@,KCR,W,25-43,Jun 13 2018
CIN,"Friday, Jun 15",@,PIT,L,25-44,Jun 15 2018
CIN,"Saturday, Jun 16",@,PIT,L,25-45,Jun 16 2018
CIN,"Sunday, Jun 17",@,PIT,W,26-45,Jun 17 2018
CIN,"Tuesday, Jun 19",Home,DET,W,27-45,Jun 19 2018
CIN,"Wednesday, Jun 20",Home,DET,W,28-45,Jun 20 2018
CIN,"Thursday, Jun 21",Home,CHC,W,29-45,Jun 21 2018
CIN,"Friday, Jun 22",Home,CHC,W,30-45,Jun 22 2018
CIN,"Saturday, Jun 23",Home,CHC,W,31-45,Jun 23 2018
CIN,"Sunday, Jun 24",Home,CHC,W,32-45,Jun 24 2018
CIN,"Monday, Jun 25",@,ATL,L-wo,32-46,Jun 25 2018
CIN,"Tuesday, Jun 26",@,ATL,W,33-46,Jun 26 2018
CIN,"Wednesday, Jun 27",@,ATL,W,34-46,Jun 27 2018
CIN,"Thursday, Jun 28",Home,MIL,L,34-47,Jun 28 2018
CIN,"Friday, Jun 29",Home,MIL,L,34-48,Jun 29 2018
CIN,"Saturday, Jun 30",Home,MIL,W,35-48,Jun 30 2018
CIN,"Sunday, Jul 1",Home,MIL,W,36-48,Jul 1 2018
CIN,"Monday, Jul 2",Home,CHW,W,37-48,Jul 2 2018
CIN,"Tuesday, Jul 3",Home,CHW,L,37-49,Jul 3 2018
CIN,"Wednesday, Jul 4",Home,CHW,W,38-49,Jul 4 2018
CIN,"Friday, Jul 6",@,CHC,W,39-49,Jul 6 2018
CIN,"Saturday, Jul 7",@,CHC,L,39-50,Jul 7 2018
CIN,"Sunday, Jul 8",@,CHC,L-wo,39-51,Jul 8 2018
CIN,"Monday, Jul 9",@,CLE,W,40-51,Jul 9 2018
CIN,"Tuesday, Jul 10",@,CLE,W,41-51,Jul 10 2018
CIN,"Wednesday, Jul 11",@,CLE,L,41-52,Jul 11 2018
CIN,"Friday, Jul 13",@,STL,W,42-52,Jul 13 2018
CIN,"Saturday, Jul 14",@,STL,W,43-52,Jul 14 2018
CIN,"Sunday, Jul 15",@,STL,L,43-53,Jul 15 2018
CIN,"Friday, Jul 20",Home,PIT,L,43-54,Jul 20 2018
CIN,"Saturday, Jul 21",Home,PIT,L,43-55,Jul 21 2018
CIN,"Sunday, Jul 22",Home,PIT,L,43-56,Jul 22 2018
CIN,"Monday, Jul 23",Home,STL,W-wo,44-56,Jul 23 2018
CIN,"Tuesday, Jul 24",Home,STL,L,44-57,Jul 24 2018
CIN,"Wednesday, Jul 25",Home,STL,W,45-57,Jul 25 2018
CIN,"Thursday, Jul 26",Home,PHI,L,45-58,Jul 26 2018
CIN,"Friday, Jul 27",Home,PHI,W,46-58,Jul 27 2018
CIN,"Saturday, Jul 28",Home,PHI,W,47-58,Jul 28 2018
CIN,"Sunday, Jul 29",Home,PHI,W,48-58,Jul 29 2018
CIN,"Tuesday, Jul 31",@,DET,L,48-59,Jul 31 2018
CIN,"Wednesday, Aug 1",@,DET,L,48-60,Aug 1 2018
CIN,"Thursday, Aug 2",@,WSN,L,48-61,Aug 2 2018
CIN,"Saturday, Aug 4 (1)",@,WSN,W,49-61,Aug 4  2018
CIN,"Saturday, Aug 4 (2)",@,WSN,L,49-62,Aug 4  2018
CIN,"Sunday, Aug 5",@,WSN,L,49-63,Aug 5 2018
CIN,"Monday, Aug 6",@,NYM,L,49-64,Aug 6 2018
CIN,"Tuesday, Aug 7",@,NYM,W,50-64,Aug 7 2018
CIN,"Wednesday, Aug 8",@,NYM,L,50-65,Aug 8 2018
CIN,"Friday, Aug 10",Home,ARI,W,51-65,Aug 10 2018
CIN,"Saturday, Aug 11",Home,ARI,W,52-65,Aug 11 2018
CIN,"Sunday, Aug 12",Home,ARI,L,52-66,Aug 12 2018
CIN,"Monday, Aug 13",Home,CLE,L,52-67,Aug 13 2018
CIN,"Tuesday, Aug 14",Home,CLE,L,52-68,Aug 14 2018
CIN,"Wednesday, Aug 15",Home,CLE,L,52-69,Aug 15 2018
CIN,"Friday, Aug 17",Home,SFG,W-wo,53-69,Aug 17 2018
CIN,"Saturday, Aug 18",Home,SFG,W,54-69,Aug 18 2018
CIN,"Sunday, Aug 19",Home,SFG,W,55-69,Aug 19 2018
CIN,"Monday, Aug 20",@,MIL,L,55-70,Aug 20 2018
CIN,"Tuesday, Aug 21",@,MIL,W,56-70,Aug 21 2018
CIN,"Wednesday, Aug 22",@,MIL,L,56-71,Aug 22 2018
CIN,"Thursday, Aug 23",@,CHC,L,56-72,Aug 23 2018
CIN,"Friday, Aug 24",@,CHC,L-wo,56-73,Aug 24 2018
CIN,"Saturday, Aug 25",@,CHC,L,56-74,Aug 25 2018
CIN,"Sunday, Aug 26",@,CHC,L,56-75,Aug 26 2018
CIN,"Tuesday, Aug 28",Home,MIL,W,57-75,Aug 28 2018
CIN,"Wednesday, Aug 29",Home,MIL,L,57-76,Aug 29 2018
CIN,"Thursday, Aug 30",Home,MIL,L,57-77,Aug 30 2018
CIN,"Friday, Aug 31",@,STL,L,57-78,Aug 31 2018
CIN,"Saturday, Sep 1",@,STL,W,58-78,Sep 1 2018
CIN,"Sunday, Sep 2",@,STL,W,59-78,Sep 2 2018
CIN,"Monday, Sep 3",@,PIT,L,59-79,Sep 3 2018
CIN,"Tuesday, Sep 4",@,PIT,L,59-80,Sep 4 2018
CIN,"Wednesday, Sep 5",@,PIT,L,59-81,Sep 5 2018
CIN,"Thursday, Sep 6",Home,SDP,L,59-82,Sep 6 2018
CIN,"Friday, Sep 7",Home,SDP,W,60-82,Sep 7 2018
CIN,"Saturday, Sep 8",Home,SDP,W,61-82,Sep 8 2018
CIN,"Sunday, Sep 9",Home,SDP,L,61-83,Sep 9 2018
CIN,"Monday, Sep 10",Home,LAD,W,62-83,Sep 10 2018
CIN,"Tuesday, Sep 11",Home,LAD,W,63-83,Sep 11 2018
CIN,"Wednesday, Sep 12",Home,LAD,L,63-84,Sep 12 2018
CIN,"Friday, Sep 14",@,CHC,L,63-85,Sep 14 2018
CIN,"Saturday, Sep 15",@,CHC,L,63-86,Sep 15 2018
CIN,"Sunday, Sep 16",@,CHC,W,64-86,Sep 16 2018
CIN,"Monday, Sep 17",@,MIL,L,64-87,Sep 17 2018
CIN,"Tuesday, Sep 18",@,MIL,W,65-87,Sep 18 2018
CIN,"Wednesday, Sep 19",@,MIL,L,65-88,Sep 19 2018
CIN,"Thursday, Sep 20",@,MIA,W,66-88,Sep 20 2018
CIN,"Friday, Sep 21",@,MIA,L-wo,66-89,Sep 21 2018
CIN,"Saturday, Sep 22",@,MIA,L,66-90,Sep 22 2018
CIN,"Sunday, Sep 23",@,MIA,L,66-91,Sep 23 2018
CIN,"Tuesday, Sep 25",Home,KCR,L,66-92,Sep 25 2018
CIN,"Wednesday, Sep 26",Home,KCR,L,66-93,Sep 26 2018
CIN,"Friday, Sep 28",Home,PIT,L,66-94,Sep 28 2018
CIN,"Saturday, Sep 29",Home,PIT,W,67-94,Sep 29 2018
COL,"Thursday, Mar 29",@,ARI,L,0-1,Mar 29 2018
COL,"Friday, Mar 30",@,ARI,L,0-2,Mar 30 2018
COL,"Saturday, Mar 31",@,ARI,W,1-2,Mar 31 2018
COL,"Monday, Apr 2",@,SDP,W,2-2,Apr 2 2018
COL,"Tuesday, Apr 3",@,SDP,L,2-3,Apr 3 2018
COL,"Wednesday, Apr 4",@,SDP,W,3-3,Apr 4 2018
COL,"Thursday, Apr 5",@,SDP,W,4-3,Apr 5 2018
COL,"Friday, Apr 6",Home,ATL,L,4-4,Apr 6 2018
COL,"Saturday, Apr 7",Home,ATL,W-wo,5-4,Apr 7 2018
COL,"Sunday, Apr 8",Home,ATL,L,5-5,Apr 8 2018
COL,"Monday, Apr 9",Home,SDP,L,5-6,Apr 9 2018
COL,"Tuesday, Apr 10",Home,SDP,L,5-7,Apr 10 2018
COL,"Wednesday, Apr 11",Home,SDP,W,6-7,Apr 11 2018
COL,"Thursday, Apr 12",@,WSN,W,7-7,Apr 12 2018
COL,"Friday, Apr 13",@,WSN,W,8-7,Apr 13 2018
COL,"Saturday, Apr 14",@,WSN,L,8-8,Apr 14 2018
COL,"Sunday, Apr 15",@,WSN,W,9-8,Apr 15 2018
COL,"Monday, Apr 16",@,PIT,W,10-8,Apr 16 2018
COL,"Tuesday, Apr 17",@,PIT,W,11-8,Apr 17 2018
COL,"Wednesday, Apr 18",@,PIT,L,11-9,Apr 18 2018
COL,"Friday, Apr 20",Home,CHC,L,11-10,Apr 20 2018
COL,"Saturday, Apr 21",Home,CHC,W,12-10,Apr 21 2018
COL,"Sunday, Apr 22",Home,CHC,L,12-11,Apr 22 2018
COL,"Monday, Apr 23",Home,SDP,L,12-12,Apr 23 2018
COL,"Tuesday, Apr 24",Home,SDP,W,13-12,Apr 24 2018
COL,"Wednesday, Apr 25",Home,SDP,W,14-12,Apr 25 2018
COL,"Friday, Apr 27",@,MIA,W,15-12,Apr 27 2018
COL,"Saturday, Apr 28",@,MIA,L,15-13,Apr 28 2018
COL,"Sunday, Apr 29",@,MIA,L,15-14,Apr 29 2018
COL,"Monday, Apr 30",@,CHC,L,15-15,Apr 30 2018
COL,"Tuesday, May 1",@,CHC,W,16-15,May 1 2018
COL,"Wednesday, May 2",@,CHC,W,17-15,May 2 2018
COL,"Friday, May 4",@,NYM,W,18-15,May 4 2018
COL,"Saturday, May 5",@,NYM,W,19-15,May 5 2018
COL,"Sunday, May 6",@,NYM,W,20-15,May 6 2018
COL,"Tuesday, May 8",Home,LAA,W,21-15,May 8 2018
COL,"Wednesday, May 9",Home,LAA,L,21-16,May 9 2018
COL,"Thursday, May 10",Home,MIL,L,21-17,May 10 2018
COL,"Friday, May 11",Home,MIL,L,21-18,May 11 2018
COL,"Saturday, May 12",Home,MIL,W,22-18,May 12 2018
COL,"Sunday, May 13",Home,MIL,L,22-19,May 13 2018
COL,"Monday, May 14",@,SDP,W,23-19,May 14 2018
COL,"Tuesday, May 15",@,SDP,L,23-20,May 15 2018
COL,"Thursday, May 17",@,SFG,W,24-20,May 17 2018
COL,"Friday, May 18",@,SFG,W,25-20,May 18 2018
COL,"Saturday, May 19",@,SFG,L,25-21,May 19 2018
COL,"Sunday, May 20",@,SFG,L,25-22,May 20 2018
COL,"Monday, May 21",@,LAD,W,26-22,May 21 2018
