Team,Date,Home_Away,Opp,W/L,W-L,Date_Clean
TOR,"Tuesday, Jul 24",Home,MIN,L,46-54,Jul 24 2018
TOR,"Wednesday, Jul 25",Home,MIN,L,46-55,Jul 25 2018
TOR,"Friday, Jul 27",@,CHW,W,47-55,Jul 27 2018
TOR,"Saturday, Jul 28",@,CHW,L,47-56,Jul 28 2018
TOR,"Sunday, Jul 29",@,CHW,W,48-56,Jul 29 2018
TOR,"Monday, Jul 30",@,OAK,L,48-57,Jul 30 2018
TOR,"Tuesday, Jul 31",@,OAK,L,48-58,Jul 31 2018
TOR,"Wednesday, Aug 1",@,OAK,L,48-59,Aug 1 2018
TOR,"Thursday, Aug 2",@,SEA,W,49-59,Aug 2 2018
TOR,"Friday, Aug 3",@,SEA,W,50-59,Aug 3 2018
TOR,"Saturday, Aug 4",@,SEA,W,51-59,Aug 4 2018
TOR,"Sunday, Aug 5",@,SEA,L,51-60,Aug 5 2018
TOR,"Tuesday, Aug 7",Home,BOS,L,51-61,Aug 7 2018
TOR,"Wednesday, Aug 8",Home,BOS,L,51-62,Aug 8 2018
TOR,"Thursday, Aug 9",Home,BOS,W,52-62,Aug 9 2018
TOR,"Friday, Aug 10",Home,TBR,L,52-63,Aug 10 2018
TOR,"Saturday, Aug 11",Home,TBR,L,52-64,Aug 11 2018
TOR,"Sunday, Aug 12",Home,TBR,W,53-64,Aug 12 2018
TOR,"Monday, Aug 13",@,KCR,L,53-65,Aug 13 2018
TOR,"Tuesday, Aug 14",@,KCR,W,54-65,Aug 14 2018
TOR,"Wednesday, Aug 15",@,KCR,W,55-65,Aug 15 2018
TOR,"Thursday, Aug 16",@,KCR,L,55-66,Aug 16 2018
TOR,"Friday, Aug 17",@,NYY,L,55-67,Aug 17 2018
TOR,"Saturday, Aug 18",@,NYY,L,55-68,Aug 18 2018
TOR,"Sunday, Aug 19",@,NYY,L,55-69,Aug 19 2018
TOR,"Monday, Aug 20",Home,BAL,W,56-69,Aug 20 2018
TOR,"Tuesday, Aug 21",Home,BAL,W,57-69,Aug 21 2018
TOR,"Wednesday, Aug 22",Home,BAL,W,58-69,Aug 22 2018
TOR,"Friday, Aug 24",Home,PHI,W,59-69,Aug 24 2018
TOR,"Saturday, Aug 25",Home,PHI,W,60-69,Aug 25 2018
TOR,"Sunday, Aug 26",Home,PHI,L,60-70,Aug 26 2018
TOR,"Monday, Aug 27",@,BAL,L,60-71,Aug 27 2018
TOR,"Tuesday, Aug 28",@,BAL,L,60-72,Aug 28 2018
TOR,"Wednesday, Aug 29",@,BAL,L,60-73,Aug 29 2018
TOR,"Friday, Aug 31",@,MIA,W,61-73,Aug 31 2018
TOR,"Saturday, Sep 1",@,MIA,L,61-74,Sep 1 2018
TOR,"Sunday, Sep 2",@,MIA,W,62-74,Sep 2 2018
TOR,"Monday, Sep 3",Home,TBR,L,62-75,Sep 3 2018
TOR,"Tuesday, Sep 4",Home,TBR,L,62-76,Sep 4 2018
TOR,"Wednesday, Sep 5",Home,TBR,W,63-76,Sep 5 2018
TOR,"Thursday, Sep 6",Home,CLE,L,63-77,Sep 6 2018
TOR,"Friday, Sep 7",Home,CLE,W-wo,64-77,Sep 7 2018
TOR,"Saturday, Sep 8",Home,CLE,L,64-78,Sep 8 2018
TOR,"Sunday, Sep 9",Home,CLE,W,65-78,Sep 9 2018
TOR,"Tuesday, Sep 11",@,BOS,L,65-79,Sep 11 2018
TOR,"Wednesday, Sep 12",@,BOS,L,65-80,Sep 12 2018
TOR,"Thursday, Sep 13",@,BOS,L,65-81,Sep 13 2018
TOR,"Friday, Sep 14",@,NYY,L,65-82,Sep 14 2018
TOR,"Saturday, Sep 15",@,NYY,W,66-82,Sep 15 2018
TOR,"Sunday, Sep 16",@,NYY,W,67-82,Sep 16 2018
TOR,"Monday, Sep 17",@,BAL,W,68-82,Sep 17 2018
TOR,"Tuesday, Sep 18",@,BAL,W,69-82,Sep 18 2018
TOR,"Wednesday, Sep 19",@,BAL,L,69-83,Sep 19 2018
TOR,"Thursday, Sep 20",Home,TBR,W-wo,70-83,Sep 20 2018
TOR,"Friday, Sep 21",Home,TBR,L,70-84,Sep 21 2018
TOR,"Saturday, Sep 22",Home,TBR,W,71-84,Sep 22 2018
TOR,"Sunday, Sep 23",Home,TBR,L,71-85,Sep 23 2018
TOR,"Monday, Sep 24",Home,HOU,L,71-86,Sep 24 2018
TOR,"Tuesday, Sep 25",Home,HOU,L,71-87,Sep 25 2018
TOR,"Wednesday, Sep 26",Home,HOU,W,72-87,Sep 26 2018
TOR,"Friday, Sep 28",@,TBR,W,73-87,Sep 28 2018
TOR,"Saturday, Sep 29",@,TBR,L,73-88,Sep 29 2018
ARI,"Thursday, Mar 29",Home,COL,W,1-0,Mar 29 2018
ARI,"Friday, Mar 30",Home,COL,W,2-0,Mar 30 2018
ARI,"Saturday, Mar 31",Home,COL,L,2-1,Mar 31 2018
ARI,"Monday, Apr 2",Home,LAD,W-wo,3-1,Apr 2 2018
ARI,"Tuesday, Apr 3",Home,LAD,W,4-1,Apr 3 2018
ARI,"Wednesday, Apr 4",Home,LAD,W,5-1,Apr 4 2018
ARI,"Thursday, Apr 5",@,STL,W,6-1,Apr 5 2018
ARI,"Saturday, Apr 7",@,STL,L,6-2,Apr 7 2018
ARI,"Sunday, Apr 8",@,STL,W,7-2,Apr 8 2018
ARI,"Monday, Apr 9",@,SFG,W,8-2,Apr 9 2018
ARI,"Tuesday, Apr 10",@,SFG,L-wo,8-3,Apr 10 2018
ARI,"Wednesday, Apr 11",@,SFG,W,9-3,Apr 11 2018
ARI,"Friday, Apr 13",@,LAD,W,10-3,Apr 13 2018
ARI,"Saturday, Apr 14",@,LAD,W,11-3,Apr 14 2018
ARI,"Sunday, Apr 15",@,LAD,L,11-4,Apr 15 2018
ARI,"Tuesday, Apr 17",Home,SFG,W,12-4,Apr 17 2018
ARI,"Wednesday, Apr 18",Home,SFG,L,12-5,Apr 18 2018
ARI,"Thursday, Apr 19",Home,SFG,W,13-5,Apr 19 2018
ARI,"Friday, Apr 20",Home,SDP,L,13-6,Apr 20 2018
ARI,"Saturday, Apr 21",Home,SDP,W,14-6,Apr 21 2018
ARI,"Sunday, Apr 22",Home,SDP,W,15-6,Apr 22 2018
ARI,"Tuesday, Apr 24",@,PHI,W,16-6,Apr 24 2018
ARI,"Wednesday, Apr 25",@,PHI,L,16-7,Apr 25 2018
ARI,"Thursday, Apr 26",@,PHI,W,17-7,Apr 26 2018
ARI,"Friday, Apr 27",@,WSN,W,18-7,Apr 27 2018
ARI,"Saturday, Apr 28",@,WSN,W,19-7,Apr 28 2018
ARI,"Sunday, Apr 29",@,WSN,L,19-8,Apr 29 2018
ARI,"Monday, Apr 30",Home,LAD,W,20-8,Apr 30 2018
ARI,"Tuesday, May 1",Home,LAD,W,21-8,May 1 2018
ARI,"Wednesday, May 2",Home,LAD,L,21-9,May 2 2018
ARI,"Thursday, May 3",Home,LAD,L,21-10,May 3 2018
ARI,"Friday, May 4",Home,HOU,L,21-11,May 4 2018
ARI,"Saturday, May 5",Home,HOU,W-wo,22-11,May 5 2018
ARI,"Sunday, May 6",Home,HOU,W,23-11,May 6 2018
ARI,"Tuesday, May 8",@,LAD,W,24-11,May 8 2018
ARI,"Wednesday, May 9",@,LAD,L,24-12,May 9 2018
ARI,"Thursday, May 10",Home,WSN,L,24-13,May 10 2018
ARI,"Friday, May 11",Home,WSN,L,24-14,May 11 2018
ARI,"Saturday, May 12",Home,WSN,L,24-15,May 12 2018
ARI,"Sunday, May 13",Home,WSN,L,24-16,May 13 2018
ARI,"Monday, May 14",Home,MIL,L,24-17,May 14 2018
ARI,"Tuesday, May 15",Home,MIL,W,25-17,May 15 2018
ARI,"Wednesday, May 16",Home,MIL,L,25-18,May 16 2018
ARI,"Friday, May 18",@,NYM,L,25-19,May 18 2018
ARI,"Saturday, May 19",@,NYM,L-wo,25-20,May 19 2018
ARI,"Sunday, May 20",@,NYM,L,25-21,May 20 2018
ARI,"Monday, May 21",@,MIL,L,25-22,May 21 2018
ARI,"Tuesday, May 22",@,MIL,L,25-23,May 22 2018
ARI,"Wednesday, May 23",@,MIL,L,25-24,May 23 2018
ARI,"Friday, May 25",@,OAK,W,26-24,May 25 2018
ARI,"Saturday, May 26",@,OAK,L,26-25,May 26 2018
ARI,"Sunday, May 27",@,OAK,L,26-26,May 27 2018
ARI,"Monday, May 28",Home,CIN,W,27-26,May 28 2018
ARI,"Tuesday, May 29",Home,CIN,W,28-26,May 29 2018
ARI,"Wednesday, May 30",Home,CIN,L,28-27,May 30 2018
ARI,"Friday, Jun 1",Home,MIA,W,29-27,Jun 1 2018
ARI,"Saturday, Jun 2",Home,MIA,W,30-27,Jun 2 2018
ARI,"Sunday, Jun 3",Home,MIA,W,31-27,Jun 3 2018
ARI,"Monday, Jun 4",@,SFG,L,31-28,Jun 4 2018
ARI,"Tuesday, Jun 5",@,SFG,W,32-28,Jun 5 2018
ARI,"Wednesday, Jun 6",@,SFG,L-wo,32-29,Jun 6 2018
ARI,"Friday, Jun 8",@,COL,W,33-29,Jun 8 2018
ARI,"Saturday, Jun 9",@,COL,W,34-29,Jun 9 2018
ARI,"Sunday, Jun 10",@,COL,W,35-29,Jun 10 2018
ARI,"Monday, Jun 11",Home,PIT,W,36-29,Jun 11 2018
ARI,"Tuesday, Jun 12",Home,PIT,W,37-29,Jun 12 2018
ARI,"Wednesday, Jun 13",Home,PIT,L,37-30,Jun 13 2018
ARI,"Thursday, Jun 14",Home,NYM,W,38-30,Jun 14 2018
ARI,"Friday, Jun 15",Home,NYM,W,39-30,Jun 15 2018
ARI,"Saturday, Jun 16",Home,NYM,L,39-31,Jun 16 2018
ARI,"Sunday, Jun 17",Home,NYM,L,39-32,Jun 17 2018
ARI,"Monday, Jun 18",@,LAA,W,40-32,Jun 18 2018
ARI,"Tuesday, Jun 19",@,LAA,L,40-33,Jun 19 2018
ARI,"Thursday, Jun 21",@,PIT,W,41-33,Jun 21 2018
ARI,"Friday, Jun 22",@,PIT,W,42-33,Jun 22 2018
ARI,"Saturday, Jun 23",@,PIT,W,43-33,Jun 23 2018
ARI,"Sunday, Jun 24",@,PIT,W,44-33,Jun 24 2018
ARI,"Monday, Jun 25",@,MIA,L,44-34,Jun 25 2018
ARI,"Tuesday, Jun 26",@,MIA,W,45-34,Jun 26 2018
ARI,"Wednesday, Jun 27",@,MIA,W,46-34,Jun 27 2018
ARI,"Thursday, Jun 28",@,MIA,W,47-34,Jun 28 2018
ARI,"Friday, Jun 29",Home,SFG,L,47-35,Jun 29 2018
ARI,"Saturday, Jun 30",Home,SFG,L,47-36,Jun 30 2018
ARI,"Sunday, Jul 1",Home,SFG,L,47-37,Jul 1 2018
ARI,"Monday, Jul 2",Home,STL,L,47-38,Jul 2 2018
ARI,"Tuesday, Jul 3",Home,STL,W,48-38,Jul 3 2018
ARI,"Wednesday, Jul 4",Home,STL,L,48-39,Jul 4 2018
ARI,"Thursday, Jul 5",Home,SDP,L,48-40,Jul 5 2018
ARI,"Friday, Jul 6",Home,SDP,W,49-40,Jul 6 2018
ARI,"Saturday, Jul 7",Home,SDP,W,50-40,Jul 7 2018
ARI,"Sunday, Jul 8",Home,SDP,L,50-41,Jul 8 2018
ARI,"Tuesday, Jul 10",@,COL,W,51-41,Jul 10 2018
ARI,"Wednesday, Jul 11",@,COL,L,51-42,Jul 11 2018
ARI,"Thursday, Jul 12",@,COL,L,51-43,Jul 12 2018
ARI,"Friday, Jul 13",@,ATL,W,52-43,Jul 13 2018
ARI,"Saturday, Jul 14",@,ATL,W,53-43,Jul 14 2018
ARI,"Sunday, Jul 15",@,ATL,L,53-44,Jul 15 2018
ARI,"Friday, Jul 20",Home,COL,L,53-45,Jul 20 2018
ARI,"Saturday, Jul 21",Home,COL,L,53-46,Jul 21 2018
ARI,"Sunday, Jul 22",Home,COL,W,54-46,Jul 22 2018
ARI,"Monday, Jul 23",@,CHC,W,55-46,Jul 23 2018
ARI,"Tuesday, Jul 24",@,CHC,W,56-46,Jul 24 2018
ARI,"Wednesday, Jul 25",@,CHC,L,56-47,Jul 25 2018
ARI,"Thursday, Jul 26",@,CHC,L-wo,56-48,Jul 26 2018
ARI,"Friday, Jul 27",@,SDP,W,57-48,Jul 27 2018
ARI,"Saturday, Jul 28",@,SDP,W,58-48,Jul 28 2018
ARI,"Sunday, Jul 29",@,SDP,W,59-48,Jul 29 2018
ARI,"Monday, Jul 30",Home,TEX,L,59-49,Jul 30 2018
ARI,"Tuesday, Jul 31",Home,TEX,W,60-49,Jul 31 2018
ARI,"Thursday, Aug 2",Home,SFG,L,60-50,Aug 2 2018
ARI,"Friday, Aug 3",Home,SFG,W,61-50,Aug 3 2018
ARI,"Saturday, Aug 4",Home,SFG,W,62-50,Aug 4 2018
ARI,"Sunday, Aug 5",Home,SFG,L,62-51,Aug 5 2018
ARI,"Monday, Aug 6",Home,PHI,W-wo,63-51,Aug 6 2018
ARI,"Tuesday, Aug 7",Home,PHI,L,63-52,Aug 7 2018
ARI,"Wednesday, Aug 8",Home,PHI,W,64-52,Aug 8 2018
ARI,"Friday, Aug 10",@,CIN,L,64-53,Aug 10 2018
ARI,"Saturday, Aug 11",@,CIN,L,64-54,Aug 11 2018
ARI,"Sunday, Aug 12",@,CIN,W,65-54,Aug 12 2018
ARI,"Monday, Aug 13",@,TEX,L,65-55,Aug 13 2018
ARI,"Tuesday, Aug 14",@,TEX,W,66-55,Aug 14 2018
ARI,"Thursday, Aug 16",@,SDP,W,67-55,Aug 16 2018
ARI,"Friday, Aug 17",@,SDP,W,68-55,Aug 17 2018
ARI,"Saturday, Aug 18",@,SDP,L-wo,68-56,Aug 18 2018
ARI,"Sunday, Aug 19",@,SDP,W,69-56,Aug 19 2018
ARI,"Tuesday, Aug 21",Home,LAA,W-wo,70-56,Aug 21 2018
ARI,"Wednesday, Aug 22",Home,LAA,W,71-56,Aug 22 2018
ARI,"Friday, Aug 24",Home,SEA,L,71-57,Aug 24 2018
ARI,"Saturday, Aug 25",Home,SEA,L,71-58,Aug 25 2018
ARI,"Sunday, Aug 26",Home,SEA,W,72-58,Aug 26 2018
ARI,"Monday, Aug 27",@,SFG,L,72-59,Aug 27 2018
ARI,"Tuesday, Aug 28",@,SFG,L-wo,72-60,Aug 28 2018
ARI,"Wednesday, Aug 29",@,SFG,W,73-60,Aug 29 2018
ARI,"Thursday, Aug 30",@,LAD,W,74-60,Aug 30 2018
ARI,"Friday, Aug 31",@,LAD,L,74-61,Aug 31 2018
ARI,"Saturday, Sep 1",@,LAD,L,74-62,Sep 1 2018
ARI,"Sunday, Sep 2",@,LAD,L-wo,74-63,Sep 2 2018
ARI,"Monday, Sep 3",Home,SDP,L,74-64,Sep 3 2018
ARI,"Tuesday, Sep 4",Home,SDP,W,75-64,Sep 4 2018
ARI,"Thursday, Sep 6",Home,ATL,L,75-65,Sep 6 2018
ARI,"Friday, Sep 7",Home,ATL,W,76-65,Sep 7 2018
ARI,"Saturday, Sep 8",Home,ATL,L,76-66,Sep 8 2018
ARI,"Sunday, Sep 9",Home,ATL,L,76-67,Sep 9 2018
ARI,"Monday, Sep 10",@,COL,L,76-68,Sep 10 2018
ARI,"Tuesday, Sep 11",@,COL,W,77-68,Sep 11 2018
ARI,"Wednesday, Sep 12",@,COL,L-wo,77-69,Sep 12 2018
ARI,"Thursday, Sep 13",@,COL,L,77-70,Sep 13 2018
ARI,"Friday, Sep 14",@,HOU,W,78-70,Sep 14 2018
ARI,"Saturday, Sep 15",@,HOU,L,78-71,Sep 15 2018
ARI,"Sunday, Sep 16",@,HOU,L,78-72,Sep 16 2018
ARI,"Monday, Sep 17",Home,CHC,L,78-73,Sep 17 2018
ARI,"Tuesday, Sep 18",Home,CHC,L,78-74,Sep 18 2018
ARI,"Wednesday, Sep 19",Home,CHC,W,79-74,Sep 19 2018
ARI,"Friday, Sep 21",Home,COL,L,79-75,Sep 21 2018
ARI,"Saturday, Sep 22",Home,COL,L,79-76,Sep 22 2018
ARI,"Sunday, Sep 23",Home,COL,L,79-77,Sep 23 2018
ARI,"Monday, Sep 24",Home,LAD,L,79-78,Sep 24 2018
ARI,"Tuesday, Sep 25",Home,LAD,W-wo,80-78,Sep 25 2018
ARI,"Wednesday, Sep 26",Home,LAD,W,81-78,Sep 26 2018
ARI,"Friday, Sep 28",@,SDP,L-wo,81-79,Sep 28 2018
ARI,"Saturday, Sep 29",@,SDP,W,82-79,Sep 29 2018
ATL,"Thursday, Mar 29",Home,PHI,W-wo,1-0,Mar 29 2018
ATL,"Friday, Mar 30",Home,PHI,L,1-1,Mar 30 2018
ATL,"Saturday, Mar 31",Home,PHI,W,2-1,Mar 31 2018
ATL,"Monday, Apr 2",Home,WSN,L,2-2,Apr 2 2018
ATL,"Tuesday, Apr 3",Home,WSN,W,3-2,Apr 3 2018
ATL,"Wednesday, Apr 4",Home,WSN,W,4-2,Apr 4 2018
ATL,"Friday, Apr 6",@,COL,W,5-2,Apr 6 2018
ATL,"Saturday, Apr 7",@,COL,L-wo,5-3,Apr 7 2018
ATL,"Sunday, Apr 8",@,COL,W,6-3,Apr 8 2018
ATL,"Monday, Apr 9",@,WSN,L,6-4,Apr 9 2018
ATL,"Tuesday, Apr 10",@,WSN,L,6-5,Apr 10 2018
ATL,"Wednesday, Apr 11",@,WSN,W,7-5,Apr 11 2018
ATL,"Friday, Apr 13",@,CHC,W,8-5,Apr 13 2018
ATL,"Saturday, Apr 14",@,CHC,L,8-6,Apr 14 2018
ATL,"Monday, Apr 16",Home,PHI,W,9-6,Apr 16 2018
ATL,"Tuesday, Apr 17",Home,PHI,L,9-7,Apr 17 2018
ATL,"Wednesday, Apr 18",Home,PHI,W,10-7,Apr 18 2018
ATL,"Thursday, Apr 19",Home,NYM,W,11-7,Apr 19 2018
ATL,"Friday, Apr 20",Home,NYM,L,11-8,Apr 20 2018
ATL,"Saturday, Apr 21",Home,NYM,W-wo,12-8,Apr 21 2018
ATL,"Monday, Apr 23",@,CIN,L,12-9,Apr 23 2018
ATL,"Tuesday, Apr 24",@,CIN,L-wo,12-10,Apr 24 2018
ATL,"Wednesday, Apr 25",@,CIN,W,13-10,Apr 25 2018
ATL,"Thursday, Apr 26",@,CIN,W,14-10,Apr 26 2018
ATL,"Friday, Apr 27",@,PHI,L,14-11,Apr 27 2018
ATL,"Saturday, Apr 28",@,PHI,W,15-11,Apr 28 2018
ATL,"Sunday, Apr 29",@,PHI,W,16-11,Apr 29 2018
ATL,"Tuesday, May 1",@,NYM,W,17-11,May 1 2018
ATL,"Wednesday, May 2",@,NYM,W,18-11,May 2 2018
ATL,"Thursday, May 3",@,NYM,W,19-11,May 3 2018
ATL,"Friday, May 4",Home,SFG,L,19-12,May 4 2018
ATL,"Saturday, May 5",Home,SFG,L,19-13,May 5 2018
ATL,"Sunday, May 6",Home,SFG,L,19-14,May 6 2018
ATL,"Tuesday, May 8",@,TBR,W,20-14,May 8 2018
ATL,"Wednesday, May 9",@,TBR,W,21-14,May 9 2018
ATL,"Thursday, May 10",@,MIA,W,22-14,May 10 2018
ATL,"Friday, May 11",@,MIA,L,22-15,May 11 2018
ATL,"Saturday, May 12",@,MIA,W,23-15,May 12 2018
ATL,"Sunday, May 13",@,MIA,W,24-15,May 13 2018
ATL,"Monday, May 14",@,CHC,W,25-15,May 14 2018
ATL,"Tuesday, May 15",Home,CHC,L,25-16,May 15 2018
ATL,"Wednesday, May 16",Home,CHC,W,26-16,May 16 2018
ATL,"Friday, May 18",Home,MIA,L,26-17,May 18 2018
ATL,"Saturday, May 19",Home,MIA,W,27-17,May 19 2018
ATL,"Sunday, May 20",Home,MIA,W-wo,28-17,May 20 2018
ATL,"Monday, May 21",@,PHI,L,28-18,May 21 2018
ATL,"Tuesday, May 22",@,PHI,W,29-18,May 22 2018
ATL,"Wednesday, May 23",@,PHI,L,29-19,May 23 2018
ATL,"Friday, May 25",@,BOS,L,29-20,May 25 2018
ATL,"Saturday, May 26",@,BOS,L,29-21,May 26 2018
ATL,"Sunday, May 27",@,BOS,W,30-21,May 27 2018
ATL,"Monday, May 28 (1)",Home,NYM,W-wo,31-21,May 28  2018
ATL,"Monday, May 28 (2)",Home,NYM,L,31-22,May 28  2018
ATL,"Tuesday, May 29",Home,NYM,W-wo,32-22,May 29 2018
ATL,"Wednesday, May 30",Home,NYM,L,32-23,May 30 2018
ATL,"Thursday, May 31",Home,WSN,W,33-23,May 31 2018
ATL,"Friday, Jun 1",Home,WSN,W,34-23,Jun 1 2018
ATL,"Saturday, Jun 2",Home,WSN,L,34-24,Jun 2 2018
ATL,"Sunday, Jun 3",Home,WSN,W-wo,35-24,Jun 3 2018
ATL,"Monday, Jun 4",@,SDP,L,35-25,Jun 4 2018
ATL,"Tuesday, Jun 5",@,SDP,W,36-25,Jun 5 2018
ATL,"Wednesday, Jun 6",@,SDP,L,36-26,Jun 6 2018
ATL,"Friday, Jun 8",@,LAD,L,36-27,Jun 8 2018
ATL,"Saturday, Jun 9",@,LAD,W,37-27,Jun 9 2018
ATL,"Sunday, Jun 10",@,LAD,L,37-28,Jun 10 2018
ATL,"Tuesday, Jun 12",Home,NYM,W,38-28,Jun 12 2018
ATL,"Wednesday, Jun 13",Home,NYM,W,39-28,Jun 13 2018
ATL,"Thursday, Jun 14",Home,SDP,W,40-28,Jun 14 2018
ATL,"Friday, Jun 15",Home,SDP,L,40-29,Jun 15 2018
ATL,"Saturday, Jun 16",Home,SDP,W,41-29,Jun 16 2018
ATL,"Sunday, Jun 17",Home,SDP,W,42-29,Jun 17 2018
ATL,"Tuesday, Jun 19",@,TOR,W,43-29,Jun 19 2018
ATL,"Wednesday, Jun 20",@,TOR,L,43-30,Jun 20 2018
ATL,"Friday, Jun 22",Home,BAL,L,43-31,Jun 22 2018
ATL,"Saturday, Jun 23",Home,BAL,L,43-32,Jun 23 2018
ATL,"Sunday, Jun 24",Home,BAL,W,44-32,Jun 24 2018
ATL,"Monday, Jun 25",Home,CIN,W-wo,45-32,Jun 25 2018
ATL,"Tuesday, Jun 26",Home,CIN,L,45-33,Jun 26 2018
ATL,"Wednesday, Jun 27",Home,CIN,L,45-34,Jun 27 2018
ATL,"Friday, Jun 29",@,STL,W,46-34,Jun 29 2018
ATL,"Saturday, Jun 30",@,STL,W,47-34,Jun 30 2018
ATL,"Sunday, Jul 1",@,STL,W,48-34,Jul 1 2018
ATL,"Monday, Jul 2",@,NYY,W,49-34,Jul 2 2018
ATL,"Tuesday, Jul 3",@,NYY,L,49-35,Jul 3 2018
ATL,"Wednesday, Jul 4",@,NYY,L,49-36,Jul 4 2018
ATL,"Thursday, Jul 5",@,MIL,L,49-37,Jul 5 2018
ATL,"Friday, Jul 6",@,MIL,L,49-38,Jul 6 2018
ATL,"Saturday, Jul 7",@,MIL,W,50-38,Jul 7 2018
ATL,"Sunday, Jul 8",@,MIL,L,50-39,Jul 8 2018
ATL,"Tuesday, Jul 10",Home,TOR,L,50-40,Jul 10 2018
ATL,"Wednesday, Jul 11",Home,TOR,W,51-40,Jul 11 2018
ATL,"Friday, Jul 13",Home,ARI,L,51-41,Jul 13 2018
ATL,"Saturday, Jul 14",Home,ARI,L,51-42,Jul 14 2018
ATL,"Sunday, Jul 15",Home,ARI,W,52-42,Jul 15 2018
ATL,"Friday, Jul 20",@,WSN,W,53-42,Jul 20 2018
ATL,"Sunday, Jul 22",@,WSN,L,53-43,Jul 22 2018
ATL,"Monday, Jul 23",@,MIA,W,54-43,Jul 23 2018
ATL,"Tuesday, Jul 24",@,MIA,L,54-44,Jul 24 2018
ATL,"Thursday, Jul 26",Home,LAD,L,54-45,Jul 26 2018
ATL,"Friday, Jul 27",Home,LAD,L,54-46,Jul 27 2018
ATL,"Saturday, Jul 28",Home,LAD,L,54-47,Jul 28 2018
ATL,"Sunday, Jul 29",Home,LAD,W,55-47,Jul 29 2018
ATL,"Monday, Jul 30",Home,MIA,W,56-47,Jul 30 2018
ATL,"Tuesday, Jul 31",Home,MIA,W,57-47,Jul 31 2018
ATL,"Thursday, Aug 2",@,NYM,W,58-47,Aug 2 2018
ATL,"Friday, Aug 3",@,NYM,W,59-47,Aug 3 2018
ATL,"Saturday, Aug 4",@,NYM,L,59-48,Aug 4 2018
ATL,"Sunday, Aug 5",@,NYM,W,60-48,Aug 5 2018
ATL,"Tuesday, Aug 7 (1)",@,WSN,L,60-49,Aug 7  2018
ATL,"Tuesday, Aug 7 (2)",@,WSN,W,61-49,Aug 7  2018
ATL,"Wednesday, Aug 8",@,WSN,W,62-49,Aug 8 2018
ATL,"Thursday, Aug 9",@,WSN,L,62-50,Aug 9 2018
ATL,"Friday, Aug 10",Home,MIL,W,63-50,Aug 10 2018
ATL,"Saturday, Aug 11",Home,MIL,L,63-51,Aug 11 2018
ATL,"Sunday, Aug 12",Home,MIL,W,64-51,Aug 12 2018
ATL,"Monday, Aug 13 (1)",Home,MIA,W,65-51,Aug 13  2018
ATL,"Monday, Aug 13 (2)",Home,MIA,W,66-51,Aug 13  2018
ATL,"Tuesday, Aug 14",Home,MIA,W,67-51,Aug 14 2018
ATL,"Wednesday, Aug 15",Home,MIA,W,68-51,Aug 15 2018
ATL,"Thursday, Aug 16",Home,COL,L,68-52,Aug 16 2018
ATL,"Friday, Aug 17",Home,COL,L,68-53,Aug 17 2018
ATL,"Saturday, Aug 18",Home,COL,L,68-54,Aug 18 2018
ATL,"Sunday, Aug 19",Home,COL,L,68-55,Aug 19 2018
ATL,"Monday, Aug 20",@,PIT,W,69-55,Aug 20 2018
ATL,"Tuesday, Aug 21",@,PIT,W,70-55,Aug 21 2018
ATL,"Wednesday, Aug 22",@,PIT,W,71-55,Aug 22 2018
ATL,"Thursday, Aug 23",@,MIA,W,72-55,Aug 23 2018
ATL,"Friday, Aug 24",@,MIA,L,72-56,Aug 24 2018
ATL,"Saturday, Aug 25",@,MIA,L,72-57,Aug 25 2018
ATL,"Sunday, Aug 26",@,MIA,W,73-57,Aug 26 2018
ATL,"Tuesday, Aug 28",Home,TBR,W,74-57,Aug 28 2018
ATL,"Wednesday, Aug 29",Home,TBR,L,74-58,Aug 29 2018
ATL,"Thursday, Aug 30",Home,CHC,L,74-59,Aug 30 2018
ATL,"Friday, Aug 31",Home,PIT,L,74-60,Aug 31 2018
ATL,"Saturday, Sep 1",Home,PIT,W,75-60,Sep 1 2018
ATL,"Sunday, Sep 2",Home,PIT,W,76-60,Sep 2 2018
ATL,"Monday, Sep 3",Home,BOS,L,76-61,Sep 3 2018
ATL,"Tuesday, Sep 4",Home,BOS,L,76-62,Sep 4 2018
ATL,"Wednesday, Sep 5",Home,BOS,L,76-63,Sep 5 2018
ATL,"Thursday, Sep 6",@,ARI,W,77-63,Sep 6 2018
ATL,"Friday, Sep 7",@,ARI,L,77-64,Sep 7 2018
ATL,"Saturday, Sep 8",@,ARI,W,78-64,Sep 8 2018
ATL,"Sunday, Sep 9",@,ARI,W,79-64,Sep 9 2018
ATL,"Monday, Sep 10",@,SFG,W,80-64,Sep 10 2018
ATL,"Tuesday, Sep 11",@,SFG,W,81-64,Sep 11 2018
ATL,"Wednesday, Sep 12",@,SFG,W,82-64,Sep 12 2018
ATL,"Friday, Sep 14",Home,WSN,W,83-64,Sep 14 2018
ATL,"Saturday, Sep 15",Home,WSN,L,83-65,Sep 15 2018
ATL,"Sunday, Sep 16",Home,WSN,L,83-66,Sep 16 2018
ATL,"Monday, Sep 17",Home,STL,L,83-67,Sep 17 2018
ATL,"Tuesday, Sep 18",Home,STL,L,83-68,Sep 18 2018
ATL,"Wednesday, Sep 19",Home,STL,W,84-68,Sep 19 2018
ATL,"Thursday, Sep 20",Home,PHI,W,85-68,Sep 20 2018
